case_id,metric_version,text_top,text_bottom,character_count,max_kanji_stroke_count,dense_kanji_count,unknown_kanji_count,main_color,font_family,font_weight,width_percent,letter_spacing,line_spacing,line_size_balance,width_fit_enabled,stroke_mode,inner_enabled,inner_color,inner_width,outer_enabled,outer_color,outer_width,total_score,total_band,displayed_apca_lc,contrast_band,contrast_fit_score,scalability_score,scalability_band,local_text_lc,background_separation_lc,fill_on_light_lc,fill_on_dark_lc,needs_local_contrast_support,current_inner_stroke_works,recommend_inner_stroke,unnecessary_inner_stroke_risk,inner_effective,outer_effective,color_family,oklch_lightness,oklch_chroma,oklch_hue,penalty_empty_text,penalty_character_count,penalty_font_weight,penalty_kanji_complexity,penalty_unknown_kanji,penalty_inner_stroke,penalty_outer_stroke,penalty_unnecessary_inner_stroke,penalty_width_transform,penalty_dense_width_interaction,penalty_letter_spacing,penalty_line_spacing,penalty_line_balance,penalty_aspect_ratio,penalty_total,dominant_penalties,core_aspect_ratio,full_aspect_ratio,effective_top_width_scale,effective_bottom_width_scale,width_transform_risk,letter_spacing_risk,line_spacing_risk,line_balance_risk,aspect_ratio_risk,feedback_tip_ja
case-0217,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,120,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,65,improve,108,good,100,49,critical,108,108,0,106,false,true,false,false,true,false,white,1,0,90,0,16,8,20,0,0,0,0,7,0,0,0,0,0,51,kanjiComplexity|characterCount|fontWeight,1.17,1.16,1.2,1.2,0.44,0,0,0,0,画数の多い漢字に太いウェイトが重なり、小サイズで詰まりやすいです。太さか内側線を少し弱めると安定します。
case-0218,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,120,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,15,improve,0,critical,20,49,critical,0,0,0,106,false,false,false,false,false,true,white,1,0,90,0,16,8,20,0,0,0,0,7,0,0,0,0,0,51,kanjiComplexity|characterCount|fontWeight,1.17,1.16,1.2,1.2,0.44,0,0,0,0,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0219,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,120,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,65,improve,108,good,100,49,critical,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,16,8,20,0,0,0,0,7,0,0,0,0,0,51,kanjiComplexity|characterCount|fontWeight,1.17,1.15,1.2,1.2,0.44,0,0,0,0,画数の多い漢字に太いウェイトが重なり、小サイズで詰まりやすいです。太さか内側線を少し弱めると安定します。
case-0220,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,120,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,54,improve,108,good,100,28,critical,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,16,8,20,0,14,7,0,7,0,0,0,0,0,72,kanjiComplexity|characterCount|innerStroke,1.17,1.13,1.2,1.2,0.44,0,0,0,0,画数の多い漢字に太いウェイトが重なり、小サイズで詰まりやすいです。太さか内側線を少し弱めると安定します。
case-0221,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,140,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,13,improve,0,critical,20,45,critical,0,0,0,106,false,false,false,false,false,false,white,1,0,90,0,16,8,20,0,0,0,0,11,0,0,0,0,0.4,55.4,kanjiComplexity|characterCount|widthTransform,1.37,1.37,1.4,1.4,0.89,0,0,0,0.07,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0222,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,140,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,63,improve,108,good,100,45,critical,108,108,0,106,false,true,false,false,true,false,white,1,0,90,0,16,8,20,0,0,0,0,11,0,0,0,0,0.4,55.4,kanjiComplexity|characterCount|widthTransform,1.37,1.35,1.4,1.4,0.89,0,0,0,0.06,画数の多い漢字に太いウェイトが重なり、小サイズで詰まりやすいです。太さか内側線を少し弱めると安定します。
case-0223,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,140,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,13,improve,0,critical,20,45,critical,0,0,0,106,false,false,false,false,false,true,white,1,0,90,0,16,8,20,0,0,0,0,11,0,0,0,0,0.3,55.3,kanjiComplexity|characterCount|widthTransform,1.37,1.34,1.4,1.4,0.89,0,0,0,0.05,塗りと線の差が弱いので、塗り色か内側線のどちらかを十分に離すと文字形が読み取りやすくなります。
case-0224,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,140,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,63,improve,108,good,100,45,critical,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,16,8,20,0,0,0,0,11,0,0,0,0,0.2,55.2,kanjiComplexity|characterCount|widthTransform,1.37,1.32,1.4,1.4,0.89,0,0,0,0.04,画数の多い漢字に太いウェイトが重なり、小サイズで詰まりやすいです。太さか内側線を少し弱めると安定します。
case-0225,metric-rules-v1.3.0,魑魅,魍魎,4,19,4,0,#FFFFFF,"'LINE Seed JP', sans-serif",900,140,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,52,improve,108,good,100,24,critical,108,108,0,106,false,true,false,false,true,true,white,1,0,90,0,16,8,20,0,14,7,0,11,0,0,0,0,0.1,76.1,kanjiComplexity|characterCount|innerStroke,1.37,1.27,1.4,1.4,0.89,0,0,0,0.01,画数の多い漢字に太いウェイトが重なり、小サイズで詰まりやすいです。太さか内側線を少し弱めると安定します。
case-0226,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,60,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,44,improve,16,critical,32,75,acceptable,16,16,24,78,true,false,true,false,false,false,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,11,0,0,0,0,0,25,fontWeight|widthTransform,0.86,0.86,0.6,0,0.89,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0227,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,60,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,79,adjust,80,good,92,75,acceptable,80,80,24,78,true,true,false,false,true,false,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,11,0,0,0,0,0,25,fontWeight|widthTransform,0.86,0.87,0.6,0,0.89,0,0,0,0,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0228,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,60,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,47,improve,24,critical,38,75,acceptable,24,24,24,78,true,false,true,false,false,true,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,11,0,0,0,0,0,25,fontWeight|widthTransform,0.86,0.89,0.6,0,0.89,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0229,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,60,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,79,adjust,106,good,100,75,acceptable,106,106,24,78,true,true,false,false,true,true,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,11,0,0,0,0,0,25,fontWeight|widthTransform,0.86,0.89,0.6,0,0.89,0,0,0,0,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0230,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,60,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,67,improve,106,good,100,54,critical,106,106,24,78,true,true,false,false,true,true,yellow,0.865,0.177,90,0,0,14,0,0,14,7,0,11,0,0,0,0,0,46,fontWeight|innerStroke|widthTransform,0.86,0.92,0.6,0,0.89,0,0,0,0,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0231,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,85,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,48,improve,16,critical,32,83,good,16,16,24,78,true,false,true,false,false,false,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,3,0,0,0,0,0,17,fontWeight|widthTransform,1.22,1.22,0.85,0,0.33,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0232,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,85,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,88,good,80,good,92,83,good,80,80,24,78,true,true,false,false,true,false,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,3,0,0,0,0,0,17,fontWeight|widthTransform,1.22,1.21,0.85,0,0.33,0,0,0,0,コントラストと縮小耐性のバランスが良く、色味を保ったまま十分見やすい仕上がりです。
case-0233,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,85,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,51,improve,24,critical,38,83,good,24,24,24,78,true,false,true,false,false,true,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,3,0,0,0,0,0,17,fontWeight|widthTransform,1.22,1.19,0.85,0,0.33,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0234,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,85,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,92,good,106,good,100,83,good,106,106,24,78,true,true,false,false,true,true,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,3,0,0,0,0,0,17,fontWeight|widthTransform,1.22,1.18,0.85,0,0.33,0,0,0,0,黄系の塗りと線の分離が良く、小サイズでも視認性を保ちやすい構成です。
case-0235,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,85,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,69,improve,106,good,100,62,critical,106,106,24,78,true,true,false,false,true,true,yellow,0.865,0.177,90,0,0,14,0,0,14,7,0,3,0,0,0,0,0,38,fontWeight|innerStroke|outerStroke,1.22,1.13,0.85,0,0.33,0,0,0,0,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0236,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,100,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,49,improve,16,critical,32,85,good,16,16,24,78,true,false,true,false,false,false,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,0,0,0,0,0,0.7,14.7,fontWeight|aspectRatio,1.44,1.44,1,0,0,0,0,0,0.11,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0237,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,100,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,89,good,80,good,92,85,good,80,80,24,78,true,true,false,false,true,false,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,0,0,0,0,0,0.5,14.5,fontWeight|aspectRatio,1.44,1.41,1,0,0,0,0,0,0.09,コントラストと縮小耐性のバランスが良く、色味を保ったまま十分見やすい仕上がりです。
case-0238,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,100,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,52,improve,24,critical,38,86,good,24,24,24,78,true,false,true,false,false,true,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,0,0,0,0,0,0.4,14.4,fontWeight|aspectRatio,1.44,1.37,1,0,0,0,0,0,0.07,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0239,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,100,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,93,good,106,good,100,86,good,106,106,24,78,true,true,false,false,true,true,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,0,0,0,0,0,0.4,14.4,fontWeight|aspectRatio,1.44,1.35,1,0,0,0,0,0,0.06,黄系の塗りと線の分離が良く、小サイズでも視認性を保ちやすい構成です。
case-0240,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,100,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,69,improve,106,good,100,65,critical,106,106,24,78,true,true,false,false,true,true,yellow,0.865,0.177,90,0,0,14,0,0,14,7,0,0,0,0,0,0,0.1,35.1,fontWeight|innerStroke|outerStroke,1.44,1.26,1,0,0,0,0,0,0.01,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0241,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,120,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,45,improve,16,critical,32,77,acceptable,16,16,24,78,true,false,true,false,false,false,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,7,0,0,0,0,1.6,22.6,fontWeight|widthTransform|aspectRatio,1.73,1.73,1.2,0,0.44,0,0,0,0.27,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0242,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,120,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,79,adjust,80,good,92,78,acceptable,80,80,24,78,true,true,false,false,true,false,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,7,0,0,0,0,1.4,22.4,fontWeight|widthTransform|aspectRatio,1.73,1.68,1.2,0,0.44,0,0,0,0.24,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0243,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,120,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,48,improve,24,critical,38,78,acceptable,24,24,24,78,true,false,true,false,false,true,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,7,0,0,0,0,1.3,22.3,fontWeight|widthTransform|aspectRatio,1.73,1.61,1.2,0,0.44,0,0,0,0.21,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0244,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,120,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,79,adjust,106,good,100,78,acceptable,106,106,24,78,true,true,false,false,true,true,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,7,0,0,0,0,1.1,22.1,fontWeight|widthTransform|aspectRatio,1.73,1.58,1.2,0,0.44,0,0,0,0.19,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0245,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,120,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,69,improve,106,good,100,57,critical,106,106,24,78,true,true,false,false,true,true,yellow,0.865,0.177,90,0,0,14,0,0,14,7,0,7,0,0,0,0,0.6,42.6,fontWeight|innerStroke|outerStroke,1.73,1.43,1.2,0,0.44,0,0,0,0.1,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0246,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,140,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,42,improve,16,critical,32,72,acceptable,16,16,24,78,true,false,true,false,false,false,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,11,0,0,0,0,2.6,27.6,fontWeight|widthTransform|aspectRatio,2.02,2.02,1.4,0,0.89,0,0,0,0.44,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0247,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,140,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,79,adjust,80,good,92,73,acceptable,80,80,24,78,true,true,false,false,true,false,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,11,0,0,0,0,2.4,27.4,fontWeight|widthTransform|aspectRatio,2.02,1.95,1.4,0,0.89,0,0,0,0.4,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0248,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,140,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,46,improve,24,critical,38,73,acceptable,24,24,24,78,true,false,true,false,false,true,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,11,0,0,0,0,2.1,27.1,fontWeight|widthTransform|aspectRatio,2.02,1.86,1.4,0,0.89,0,0,0,0.35,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0249,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,140,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,79,adjust,106,good,100,73,acceptable,106,106,24,78,true,true,false,false,true,true,yellow,0.865,0.177,90,0,0,14,0,0,0,0,0,11,0,0,0,0,1.9,26.9,fontWeight|widthTransform|aspectRatio,2.02,1.81,1.4,0,0.89,0,0,0,0.32,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0250,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",300,140,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,67,improve,106,good,100,53,critical,106,106,24,78,true,true,false,false,true,true,yellow,0.865,0.177,90,0,0,14,0,0,14,7,0,11,0,0,0,0,1.2,47.2,fontWeight|innerStroke|widthTransform,2.02,1.6,1.4,0,0.89,0,0,0,0.2,文字線が細く、小サイズで欠けやすいです。フォントの太さを600〜700付近へ上げて主要な画を残してください。
case-0251,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",700,60,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,51,improve,16,critical,32,89,good,16,16,24,78,true,false,true,false,false,false,yellow,0.865,0.177,90,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,widthTransform,0.86,0.86,0.6,0,0.89,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0252,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",700,60,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,91,good,80,good,92,89,good,80,80,24,78,true,true,false,false,true,false,yellow,0.865,0.177,90,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,widthTransform,0.86,0.87,0.6,0,0.89,0,0,0,0,コントラストと縮小耐性のバランスが良く、色味を保ったまま十分見やすい仕上がりです。
case-0253,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",700,60,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,54,improve,24,critical,38,89,good,24,24,24,78,true,false,true,false,false,true,yellow,0.865,0.177,90,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,widthTransform,0.86,0.89,0.6,0,0.89,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0254,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",700,60,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,95,good,106,good,100,89,good,106,106,24,78,true,true,false,false,true,true,yellow,0.865,0.177,90,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,widthTransform,0.86,0.89,0.6,0,0.89,0,0,0,0,黄系の塗りと線の分離が良く、小サイズでも視認性を保ちやすい構成です。
case-0255,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",700,60,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,69,improve,106,good,100,68,critical,106,106,24,78,true,true,false,false,true,true,yellow,0.865,0.177,90,0,0,0,0,0,14,7,0,11,0,0,0,0,0,32,innerStroke|widthTransform|outerStroke,0.86,0.92,0.6,0,0.89,0,0,0,0,内側線が強く、塗りの面積を圧迫しています。内側線を細くすると小サイズでの抜けが良くなります。
case-0256,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",700,85,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,55,improve,16,critical,32,97,good,16,16,24,78,true,false,true,false,false,false,yellow,0.865,0.177,90,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,widthTransform,1.22,1.22,0.85,0,0.33,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0257,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",700,85,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,95,good,80,good,92,97,good,80,80,24,78,true,true,false,false,true,false,yellow,0.865,0.177,90,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,widthTransform,1.22,1.21,0.85,0,0.33,0,0,0,0,コントラストと縮小耐性のバランスが良く、色味を保ったまま十分見やすい仕上がりです。
case-0258,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",700,85,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,58,improve,24,critical,38,97,good,24,24,24,78,true,false,true,false,false,true,yellow,0.865,0.177,90,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,widthTransform,1.22,1.19,0.85,0,0.33,0,0,0,0,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0259,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",700,85,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,99,good,106,good,100,97,good,106,106,24,78,true,true,false,false,true,true,yellow,0.865,0.177,90,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,widthTransform,1.22,1.18,0.85,0,0.33,0,0,0,0,黄系の塗りと線の分離が良く、小サイズでも視認性を保ちやすい構成です。
case-0260,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",700,85,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,79,adjust,106,good,100,76,acceptable,106,106,24,78,true,true,false,false,true,true,yellow,0.865,0.177,90,0,0,0,0,0,14,7,0,3,0,0,0,0,0,24,innerStroke|outerStroke|widthTransform,1.22,1.13,0.85,0,0.33,0,0,0,0,内側線が強く、塗りの面積を圧迫しています。内側線を細くすると小サイズでの抜けが良くなります。
case-0261,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",700,100,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,56,improve,16,critical,32,99,good,16,16,24,78,true,false,true,false,false,false,yellow,0.865,0.177,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,aspectRatio,1.44,1.44,1,0,0,0,0,0,0.11,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0262,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",700,100,0,-50,0,false,inner-4,true,#000000,4,false,#FFFFFF,10,96,good,80,good,92,99,good,80,80,24,78,true,true,false,false,true,false,yellow,0.865,0.177,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,aspectRatio,1.44,1.41,1,0,0,0,0,0,0.09,コントラストと縮小耐性のバランスが良く、色味を保ったまま十分見やすい仕上がりです。
case-0263,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",700,100,0,-50,0,false,outer-10,false,#000000,4,true,#FFFFFF,10,59,improve,24,critical,38,100,good,24,24,24,78,true,false,true,false,false,true,yellow,0.865,0.177,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,aspectRatio,1.44,1.37,1,0,0,0,0,0,0.07,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
case-0264,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",700,100,0,-50,0,false,inner-4-outer-10,true,#000000,4,true,#FFFFFF,10,100,good,106,good,100,100,good,106,106,24,78,true,true,false,false,true,true,yellow,0.865,0.177,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,aspectRatio,1.44,1.35,1,0,0,0,0,0,0.06,黄系の塗りと線の分離が良く、小サイズでも視認性を保ちやすい構成です。
case-0265,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",700,100,0,-50,0,false,inner-12-outer-25,true,#000000,12,true,#FFFFFF,25,79,adjust,106,good,100,79,acceptable,106,106,24,78,true,true,false,false,true,true,yellow,0.865,0.177,90,0,0,0,0,0,14,7,0,0,0,0,0,0,0.1,21.1,innerStroke|outerStroke|aspectRatio,1.44,1.26,1,0,0,0,0,0,0.01,内側線が強く、塗りの面積を圧迫しています。内側線を細くすると小サイズでの抜けが良くなります。
case-0266,metric-rules-v1.3.0,OK,,2,0,0,0,#FFCC00,"'LINE Seed JP', sans-serif",700,120,0,-50,0,false,none,false,#000000,4,false,#FFFFFF,10,52,improve,16,critical,32,91,good,16,16,24,78,true,false,true,false,false,false,yellow,0.865,0.177,90,0,0,0,0,0,0,0,0,7,0,0,0,0,1.6,8.6,widthTransform|aspectRatio,1.73,1.73,1.2,0,0.44,0,0,0,0.27,明るい塗り色が白背景で埋もれやすいので、黒など十分に差のある内側線を少し足すと色味を保ったまま読みやすくなります。
